Fulham,Crystal Palace,0,2
Man United,Leicester,2,1
Bournemouth,Cardiff,2,0
Watford,Brighton,2,2
Huddersfield,Chelsea,0,3
Newcastle,Tottenham,1,2
Wolves,Everton,2,2
Arsenal,Man City,0,2
Liverpool,West Ham,4,0
Cardiff,Newcastle,4,0
Southampton,Burnley,0,1
Everton,Southampton,2,1
Chelsea,Arsenal,3,2
Tottenham,Fulham,3,1
Leicester,Wolves,2,0
West Ham,Bournemouth,1,2
Man City,Huddersfield,2,1
Burnley,Watford,1,3
Crystal Palace,Liverpool,0,2
Brighton,Man United,3,2
